00020054, 200,312.5
00020034, 200,468.75
00010101, 200,781.25
00020063, 200,312.5
00020053, 200,312.5
00020062, 200,468.75
00020064, 200,468.75
00020072, 200,312.5
00020052, 200,625.0
00020071, 200,468.75
00030011, 200,312.5
00030012, 200,312.5
00030013, 200,312.5
00030021, 200,312.5
00030014, 200,312.5
00030034, 200,156.25
00030031, 200,312.5
00030022, 200,312.5
00030041, 200,156.25
00030033, 200,156.25
00030032, 200,312.5
00030023, 200,312.5
00030024, 200,312.5
00030042, 200,312.5
00030052, 200,312.5
00030061, 200,312.5
00030053, 200,312.5
00030061, 200,312.5
00030054, 200,312.5
00030064, 200,312.5
00030073, 200,312.5
00030071, 200,312.5
00030062, 200,312.5
00030074, 200,156.25
00030051, 200,312.5
00040012, 200,156.25
00030081, 200,156.25
00040013, 200,156.25
00040011, 200,156.25
00030063, 200,312.5
00030072, 200,312.5
00040014, 200,156.25
00040021, 200,156.25
00040022, 200,156.25
00040023, 200,156.25
00040024, 200,156.25
00040033, 200,156.25
00040034, 200,156.25
00040051, 200,0.0
00040041, 200,156.25
00040032, 200,156.25
00040053, 200,0.0
00040044, 200,156.25
00040052, 200,0.0
00040054, 200,0.0
00040061, 200,0.0
00040031, 200,156.25
00040042, 200,156.25
00040072, 200,0.0
00040071, 200,0.0
00040064, 200,0.0
00040074, 200,0.0
00040073, 200,156.25
00040043, 200,312.5
00040063, 200,156.25
00040062, 200,156.25
00010012, 200,468.75
00010042, 200,468.75
00010014, 200,468.75
00010051, 200,468.75
00010022, 200,468.75
00010044, 200,468.75
00010024, 200,468.75
00010011, 200,468.75
00010021, 200,468.75
00010041, 200,468.75
00010034, 200,468.75
00010013, 200,468.75
00010023, 200,468.75
00010052, 200,312.5
00010063, 200,156.25
00010031, 200,468.75
00010064, 200,156.25
00010062, 200,156.25
00010033, 200,625.0
00010072, 200,312.5
00010083, 200,312.5
00010082, 200,312.5
00010054, 200,468.75
00010032, 200,625.0
00010053, 200,468.75
00010061, 200,312.5
00010081, 200,312.5
00010073, 200,312.5
00010071, 200,625.0
00010074, 200,625.0
00010043, 200,937.5
00010084, 200,468.75
00010091, 200,468.75
00010093, 200,468.75
00010092, 200,468.75
00020024, 200,468.75
00020021, 200,468.75
00010094, 200,468.75
00010101, 200,468.75
00020013, 200,468.75
00020022, 200,468.75
00020014, 200,468.75
00020011, 200,468.75
00020031, 200,468.75
00020023, 200,468.75
00020041, 200,312.5
00020042, 200,468.75
00020032, 200,625.0
00020052, 200,468.75
00020053, 200,468.75
00020061, 200,156.25
00020062, 200,156.25
00020012, 200,625.0
00020063, 200,156.25
00020064, 200,156.25
00020071, 200,156.25
00020033, 200,625.0
00020034, 200,625.0
00020044, 200,468.75
00020043, 200,468.75
00020051, 200,625.0
00020054, 200,625.0
00030011, 200,312.5
00020072, 200,312.5
00030012, 200,312.5
00030014, 200,312.5
00030022, 200,312.5
00030013, 200,312.5
00030023, 200,312.5
00030033, 200,312.5
00030024, 200,312.5
00030031, 200,312.5
00030021, 200,312.5
00030054, 200,156.25
00030072, 200,312.5
00030073, 200,312.5
00030052, 200,312.5
00030034, 200,468.75
00030051, 200,312.5
00030071, 200,312.5
00030062, 200,312.5
00030064, 200,312.5
00030061, 200,312.5
00030053, 200,625.0
00030074, 200,625.0
00030081, 200,625.0
00030032, 200,781.25
00030041, 200,781.25
00040013, 200,468.75
00040011, 200,468.75
00040012, 200,468.75
00030042, 200,781.25
00030061, 200,625.0
00040014, 200,468.75
00030063, 200,625.0
00040021, 200,468.75
00040024, 200,468.75
00040032, 200,468.75
00040033, 200,468.75
00040034, 200,468.75
00040023, 200,468.75
00040022, 200,468.75
00040053, 200,312.5
00040062, 200,312.5
00040064, 200,0.0
00040041, 200,468.75
00040061, 200,312.5
00040031, 200,468.75
00040054, 200,312.5
00040042, 200,468.75
00040043, 200,312.5
00040073, 200,0.0
00040074, 200,0.0
00040044, 200,312.5
00040051, 200,312.5
00040063, 200,0.0
00040071, 200,0.0
00040052, 200,312.5
00040072, 200,0.0
